ef_id,region_code,confidence
ef_dae70be8,SAU,0.7471340274220021
ef_5a64e74b,SAU,0.7590067013873458
ef_7c1a680a,SAU,0.7632800271913024
ef_a07caf4d,SAU,0.7574117180426291
ef_83899118,SAU,0.7331068497542287
ef_8ae7b64e,SAU,0.7924755903574882
ef_28273326,SAU,0.770073622464449
ef_210cc8d0,SAU,0.7975606930002481
ef_d5f8098d,SAU,0.7909065959582366
ef_eda3ca43,SAU,0.8019114365702683
ef_d4a22087,SAU,0.7927892823927372
ef_fce5b1bf,SAU,0.823192154149801
ef_976cbe19,SAU,0.7766274596457211
ef_9f8f7429,SAU,0.7631157992763083
ef_bea5bd90,SAU,0.7534577834733627
ef_2ea08b1c,SAU,0.7609775115403488
ef_55c1a1ff,SAU,0.783633002085729
ef_4c6777cb,SAU,0.7514705657500348
ef_25278913,SAU,0.7630904267158091
ef_9e09d67c,SAU,0.7890571515211601
ef_2f7cc7a4,SAU,0.7639312140310789
ef_e577ebbc,SAU,0.800988687101614
ef_2e677844,SAU,0.7659793804465641
ef_e515edab,SAU,0.7686275098361607
ef_b5b17254,SAU,0.7596261081664438
ef_81978195,SAU,0.7184371455891402
ef_b83425a8,SAU,0.8061196170220298
ef_7522b95b,SAU,0.7618620958843686
ef_09364b1a,SAU,0.7707841130489331
ef_88ce9a60,SAU,0.7600499738200606
ef_afa239a5,SAU,0.7931458416008906
ef_4d60c51b,SAU,0.7496390662179087
ef_ca492d77,SAU,0.8137970562264214
ef_c6db3008,SAU,0.7907567237821139
ef_54a9f036,SAU,0.8119007479711646
ef_0692900f,SAU,0.77232572860552
ef_dae5f9ac,SAU,0.7873051460662887
ef_2ae6a264,SAU,0.7905722350240566
ef_1ee5cbc4,SAU,0.7603819517025728
ef_56a0b524,SAU,0.7510610143747555
ef_43645b93,SAU,0.7741865372543711
ef_43565f90,SAU,0.7969027548453734
ef_a1ce4c37,SAU,0.7432940428270366
ef_b9ec6064,SAU,0.7792849975693371
ef_44547f85,SAU,0.7584235195308872
ef_a872cbf3,SAU,0.8027769462019213
ef_48b8600e,SAU,0.7607857183992685
ef_54ab6ca2,SAU,0.8044602146533179
ef_8ac47a1c,SAU,0.7843925678811797
ef_ea32c820,SAU,0.7572896931485609
ef_d287e0a5,SAU,0.779653537532555
ef_853e48f0,SAU,0.7761548097638465
ef_33a2e306,SAU,0.7905657191032377
ef_7c0ba5a5,SAU,0.8300892953611355
ef_c196cd43,SAU,0.7604087580663439
ef_1907483b,SAU,0.7789508116307596
ef_cd6b640d,SAU,0.8123282956037615
ef_f1710793,SAU,0.7723285685257895
ef_1ed5a910,SAU,0.7934203314664479
ef_4e6c9837,SAU,0.8076762760218662
ef_0a22d351,SAU,0.7908934495657186
ef_6869bff1,SAU,0.7740563696156224
ef_320294d3,SAU,0.7717605130996406
ef_964ff484,SAU,0.8216881696573163
ef_2dc7a3d4,SAU,0.7238566424262842
ef_f2b11fa4,SAU,0.817438739929377
ef_35662b09,SAU,0.7490794975686724
ef_4cafdc1f,SAU,0.7898242925300117
ef_c2db6300,SAU,0.7525087868797359
ef_5ad88b35,SAU,0.8079593634625613
ef_d126c598,SAU,0.8003416930676702
ef_dbea3f53,SAU,0.7059519658479368
ef_8c032b8a,SAU,0.7491464743379135
ef_f63ab422,SAU,0.7913336799779853
ef_eaf68558,SAU,0.7858296994931641
ef_ac3f8ef7,SAU,0.7476493237928609
ef_0572f112,SAU,0.7446104236021428
ef_c28fdd59,SAU,0.7798828267663649
ef_2b282b0f,SAU,0.8132563666118565
ef_c66aa2ac,SAU,0.729581821179092
ef_886afaed,SAU,0.7444842613837888
ef_7283cf41,SAU,0.7602366746236924
ef_9a1e4e4e,SAU,0.7812254362679122
ef_54b9fd03,SAU,0.7610501481143652
ef_07f4696d,SAU,0.8059179548496412
ef_15aa4292,SAU,0.7741227935982607
ef_82a78f0a,SAU,0.8006879257750067
ef_c1988564,SAU,0.8472034261794579
ef_98519e19,SAU,0.7998528985654471
ef_70f24300,SAU,0.7456900764409179
ef_a02fe163,SAU,0.7737546949428853
ef_2a03b146,SAU,0.8051939300506202
ef_070a7360,SAU,0.8111475375898208
ef_375be5d8,SAU,0.6847833879613926
ef_18916b8e,SAU,0.7989080382546673
ef_36391cae,SAU,0.8091369003372154
ef_6fb004a7,SAU,0.7231495588479105
ef_f5fee857,SAU,0.8050779152289462
ef_d166694b,SAU,0.7506402965491286
ef_96558358,SAU,0.8147458658722835
ef_0bd4282a,SAU,0.7927451720395435
ef_24f1c5bb,SAU,0.7728180479575896
ef_91f46ba2,SAU,0.7573113508468371
ef_47e341e1,SAU,0.6998716833712745
ef_eafa1802,SAU,0.7920221104887119
ef_eb0f9d1c,SAU,0.8114002189863352
ef_dc3b9ca5,SAU,0.8138047777003484
ef_5f5bd5da,SAU,0.7456789956837478
ef_d675d27c,SAU,0.7716612204345896
ef_a88eb5bd,SAU,0.830496212782129
ef_cb5e1067,SAU,0.7671542681057325
ef_c7d9326b,SAU,0.7951827664587444
ef_791471a8,SAU,0.7537478775413436
ef_fc94f526,SAU,0.7647161145233753
ef_1aa188c4,SAU,0.8181754048389095
ef_12d9fc45,SAU,0.7871119160149633
ef_07f55d42,SAU,0.8168315902010215
ef_fe10e273,SAU,0.7220495858074818
ef_e0fa0841,SAU,0.7353978537928221
ef_952ca1d1,SAU,0.7670154239039398
ef_5b7e5833,SAU,0.7669082792532942
ef_7e5f7121,SAU,0.744461773544867
ef_4f4dbba9,SAU,0.7461698743165955
ef_d62d6407,SAU,0.7878610482347455
ef_778a39ad,SAU,0.7491181567073532
ef_5f3d46c4,SAU,0.7968811353349107
ef_0c41261d,SAU,0.7134725278600769
ef_276c26aa,SAU,0.7987082631187788
ef_291d4748,SAU,0.7902844505874039
ef_946cb64d,SAU,0.7592942876830767
ef_03400c5a,SAU,0.8304045250969848
ef_21b41035,SAU,0.7790087073708799
ef_cde38b71,SAU,0.7879166159133603
ef_e43fb91d,SAU,0.7357462146265962
ef_4a73fdaf,SAU,0.8132953581200403
ef_f91e91d0,SAU,0.8081215779921794
ef_d836f2f2,SAU,0.7422379096758296
ef_a15dc231,SAU,0.7974678074720251
ef_a21ae8f9,SAU,0.7684756805206675
ef_47baf881,SAU,0.7850944129995199
ef_7b8fd383,SAU,0.6996436786730394
ef_9c94404f,SAU,0.7856040559146589
ef_9cfa253a,SAU,0.8296940895603345
ef_0e9f034a,SAU,0.7920433714029919
ef_0580d776,SAU,0.8004463795139042
ef_81baa8e0,SAU,0.8080975527852412
ef_25e39fcb,SAU,0.7648289582072983
ef_b3120f18,SAU,0.746809386122336
ef_e3c4fda9,SAU,0.8129012261153089
ef_945e4fb0,SAU,0.8217077613565381
ef_64fdc868,SAU,0.7798637490356826
ef_3763549c,SAU,0.7823857561953836
ef_54de4ceb,SAU,0.7460298499982422
ef_6a961399,SAU,0.7605828128117302
ef_b22fa40a,SAU,0.7841974621813866
ef_06d9572e,SAU,0.8274896384058924
ef_f8a6a1dd,SAU,0.7645842028958842
ef_cfcbda58,SAU,0.770091530754259
ef_dd7c2317,SAU,0.7711186595338395
ef_e499cfa9,SAU,0.7375099879711852
ef_d1458462,SAU,0.8194702623618806
ef_83050f5c,SAU,0.7452193618802984
ef_152377b3,SAU,0.7987558948188717
ef_cedc2dfd,SAU,0.8289228721345552
ef_c741a6b2,SAU,0.79442930678566
ef_0000481d,SAU,0.8123039807301748
ef_fda883e7,SAU,0.742322166210939
ef_2b3ffec3,SAU,0.8278975324026798
ef_122eca14,SAU,0.7876411054180691
ef_bcd4c2be,SAU,0.7935487096028294
ef_e11c06c8,SAU,0.7827516103988853
ef_0d7c7ca2,SAU,0.764048704323224
ef_272a8a28,SAU,0.7832362806890095
ef_2131d448,SAU,0.7896782121318898
ef_ade63f46,SAU,0.7454439733485222
ef_8f2a099a,SAU,0.7529196126884216
ef_2ad5af17,SAU,0.7811711764608064
ef_9ee73d45,SAU,0.7695563810347208
ef_b3c5f726,SAU,0.7717281669999861
ef_97e0f8b3,SAU,0.7612156432757446
ef_d22478a9,SAU,0.7403380576751841
ef_07a56d5d,SAU,0.7803120084516325
ef_ef0601ef,SAU,0.7644923578590167
ef_c46345ad,SAU,0.78558793885354
ef_9015fd63,SAU,0.7863031046399295
ef_70c49ce3,SAU,0.781938477219998
ef_afa1c705,SAU,0.7207534031688901
ef_4a5229b8,SAU,0.7571382041979948
ef_1eaf57e5,SAU,0.7806023670924557
ef_b2fcbc8c,SAU,0.7662781324381139
ef_12f02c59,SAU,0.7412897338175662
ef_f4dbe2a8,SAU,0.7860084198570699
ef_717274bb,SAU,0.8189394034575956
ef_8193647c,SAU,0.8151017604366051
ef_ae5a6440,SAU,0.7771906098754681
ef_133a0907,SAU,0.7410658121848727
ef_72a68f79,SAU,0.7643001852858605
ef_e025e97b,SAU,0.7795827580398523
ef_6aa5fa98,SAU,0.728734801473179
ef_5c113e03,SAU,0.7491152717813176
ef_b43d19b9,SAU,0.7582818358607764
ef_81f6e206,SAU,0.7911117066255771
ef_2885aaf6,SAU,0.7606224868840966
ef_ee9f50c9,SAU,0.7851751510727828
ef_961a69e5,SAU,0.8194033214548736
ef_015d8746,SAU,0.7393173788259895
ef_e047cfd0,SAU,0.7631549752547366
ef_85dce949,SAU,0.7622000991533082
ef_644e752d,SAU,0.7830470368445276
ef_3beb9309,SAU,0.730884155659557
ef_eb89645c,SAU,0.7634540444605533
ef_0df14b61,SAU,0.8171466488177734
ef_48bf0354,SAU,0.7659513642665136
ef_1e954b22,SAU,0.8050291685295462
ef_fe19366b,SAU,0.7369018880461824
ef_32436c7f,SAU,0.7860668675975832
ef_e6c578d0,SAU,0.7806542477915484
ef_6b05d591,SAU,0.7813758294051794
ef_a525e59a,SAU,0.7896747997146846
ef_861a5f38,SAU,0.7852025401427274
ef_a3117954,SAU,0.7358479870870721
ef_833bb186,SAU,0.8094835437919553
ef_3a3871d8,SAU,0.8208906874021801
ef_e0d1b34c,SAU,0.7335244612798189
ef_0a3328ed,SAU,0.7554397113788012
ef_60e21618,SAU,0.7631332875292435
ef_0069aac5,SAU,0.8247022878976907
ef_c3e62c94,SAU,0.7775266275543604
ef_47d4f824,SAU,0.7536714213663052
ef_dd45f13f,SAU,0.7535821281437372
ef_5cce32f6,TUR,0.7697285543756379
ef_67a1d7c7,TUR,0.733951248837632
ef_68973271,TUR,0.7792503767469361
ef_7507c45a,TUR,0.7655429840117399
ef_b9422a78,TUR,0.7684137405546075
ef_14540674,TUR,0.766157209357575
ef_80e0f3a0,TUR,0.7977430552235986
ef_46e11e14,TUR,0.7487831111936885
ef_619a64b6,TUR,0.7637028260962127
ef_fab83c5f,TUR,0.7692775779135733
ef_901baf03,TUR,0.7292298527484059
ef_c5ded06b,TUR,0.7606081790025129
ef_31efb30f,TUR,0.7885791579121628
ef_66d50ae9,TUR,0.7792341320762426
ef_11eaba02,TUR,0.7770172705277759
ef_d2d5a00c,TUR,0.7445392241864247
ef_ae368522,TUR,0.7278154243110349
ef_1423d362,TUR,0.7455790872928288
ef_850450c2,TUR,0.8246240602343149
ef_8c6c5243,TUR,0.7922507481582669
ef_66c82b1e,TUR,0.7550311488622166
ef_dd326cd3,TUR,0.7622059836419343
ef_f3d106ca,TUR,0.8174225542836141
ef_83bf83e3,TUR,0.7368941613197229
ef_951c1bfd,TUR,0.80602818996209
ef_12deb7d4,TUR,0.811520164502594
ef_f1a85364,TUR,0.7947594081111489
ef_1404e0b0,TUR,0.7616627646221837
ef_ea3b20d5,TUR,0.7808681035280091
ef_fbeab70b,TUR,0.7999955357417318
ef_88370015,TUR,0.8191077971374846
ef_3cde6ffe,TUR,0.7801024056290814
ef_507b1d1e,TUR,0.815807828876026
ef_7b4eb484,TUR,0.7563694105757426
ef_8f6eefcd,TUR,0.7836396577929127
ef_e8868a46,TUR,0.771071241401284
ef_7db5f6df,TUR,0.8245009541583976
ef_98a4a5da,TUR,0.790826723363261
ef_a6c3e5be,TUR,0.7806928774915415
ef_9210f4ff,TUR,0.7938134130893258
ef_6b5eebff,TUR,0.769411041347093
ef_67336715,TUR,0.7033869937223339
ef_1929f0f2,TUR,0.8123819065317597
ef_b463e86b,TUR,0.7572357258489347
ef_6bc6a839,TUR,0.7705490322506331
ef_13c79594,TUR,0.8180811445615603
ef_517f0528,TUR,0.7719487198906263
ef_198ee547,TUR,0.7616746791304752
ef_1edc7854,TUR,0.7861806194214199
ef_b36743c7,TUR,0.8017309544813188
ef_0bc77af8,TUR,0.718379626049448
ef_b7d4a7f3,TUR,0.7688655702813073
ef_83a33e4e,TUR,0.7923076403992225
ef_af803827,TUR,0.7692304486986489
ef_12fc64be,TUR,0.7737511177173344
ef_d65971a8,TUR,0.7391247260149942
ef_c382b9d9,TUR,0.7775935345340237
ef_09820e75,TUR,0.779225502120407
ef_c82c8988,TUR,0.7766595185356392
ef_269c44f1,TUR,0.8268481995063811
ef_987dbad0,TUR,0.7425333806337782
ef_1f91e625,TUR,0.7741958625196815
ef_809439e9,TUR,0.7832835521728625
ef_0282e6ed,TUR,0.7282262438783352
ef_93b28dfb,TUR,0.8206276225167445
ef_92992862,TUR,0.7579332103534467
ef_07309fef,TUR,0.7614830771784332
ef_2bdc1213,TUR,0.817704614560023
ef_87b21729,TUR,0.8063993369091084
ef_7704c556,TUR,0.7287955094045033
ef_619437f0,TUR,0.7680527902068072
ef_990b5a09,TUR,0.7676974696855628
ef_3e6d102a,TUR,0.7298716250625095
ef_c2cef311,TUR,0.7596184728333375
ef_68d58cb8,TUR,0.7869988691385905
ef_b8c986bf,TUR,0.7744735130813044
ef_e7fd9090,TUR,0.8026988555374502
ef_54320c40,TUR,0.7437277381498889
ef_d89a3939,TUR,0.8021261467928449
ef_cca129e7,TUR,0.8267250816789397
ef_aa6745c9,TUR,0.7736976623440684
ef_6b56e10f,TUR,0.7473823171096211
ef_ed65bb48,TUR,0.7478315007200731
ef_224be783,TUR,0.7644856270817328
ef_45baf03b,TUR,0.8205584095323073
ef_a2a54886,TUR,0.785347014913782
ef_04a6b5c7,TUR,0.75129098265857
ef_da62a4cb,TUR,0.7800926678397065
ef_2abf972a,TUR,0.7870846682281926
ef_f353c163,TUR,0.7437647271275706
ef_fd166de4,TUR,0.7916250214817854
ef_fcbbbcec,TUR,0.7955245699034842
ef_9441014e,TUR,0.7318631522458778
ef_54d7c5b7,TUR,0.8117554221276629
ef_6dc8771a,TUR,0.8025863487219702
ef_dea1c00e,TUR,0.7472098364521041
ef_78a7e6a8,TUR,0.7831676742567608
ef_f5072841,TUR,0.7775235781946829
ef_28165a0a,TUR,0.7654097258235701
ef_e54f6945,TUR,0.7235724896651021
ef_221caf98,TUR,0.8142756325043886
ef_3392e041,TUR,0.7488111758928467
ef_5f583a33,TUR,0.7745964175640215
ef_e2d07ab6,TUR,0.7575445290263886
ef_284dcc7f,TUR,0.7538944842150944
ef_1dd50760,TUR,0.8022649252043466
ef_40100627,TUR,0.7715763412730231
ef_4c28d6fa,TUR,0.7999997762686327
ef_c77a5425,TUR,0.7962439095845947
ef_fa3e54d3,TUR,0.8021408821661221
ef_ac94b22c,TUR,0.7881765380104512
ef_2b078e32,TUR,0.7754527596426714
ef_aece62a6,TUR,0.8264951268095476
ef_579784ff,TUR,0.7791561953366454
ef_012c08e9,TUR,0.8318228721000097
ef_c575c2ba,TUR,0.7374520626744022
ef_77ee8050,TUR,0.803297015651137
ef_67826922,TUR,0.7588145601044034
ef_86352398,TUR,0.7852898916685285
ef_654a6c88,TUR,0.7682355557929063
ef_ee0ab763,TUR,0.7722963112920663
ef_8dcdb869,TUR,0.7985374592525876
ef_9742fba0,TUR,0.7720478028520752
ef_58814e83,TUR,0.812661513272189
ef_0500c18b,TUR,0.7835018090563107
ef_543d9686,TUR,0.7916147029634656
ef_fa707bf6,TUR,0.7337365518285536
ef_0cd5bfcf,TUR,0.7676916760345174
ef_076e2efc,TUR,0.7444103293148706
ef_491b78da,TUR,0.7880094302666553
ef_71ef8765,TUR,0.786538396992437
ef_95fb6002,TUR,0.7587081135264208
ef_d0d5393f,TUR,0.774707121980708
ef_8820dfe6,TUR,0.8382790317537977
ef_fafc14e0,TUR,0.7972810819322534
ef_91ede143,TUR,0.7775220423795944
ef_f4e804b7,TUR,0.8074695430463604
ef_d3011115,TUR,0.7752251307001329
ef_955eeae8,TUR,0.7518186164141811
ef_34a887a0,TUR,0.7950403470527485
ef_5efb3f74,TUR,0.8110354038079789
ef_9f667473,TUR,0.7875117029464621
ef_22a5f762,TUR,0.8124260059953247
ef_6b4cad9e,TUR,0.8083197649863375
ef_73c79b1a,TUR,0.8022393373069628
ef_fa0f4e5a,TUR,0.8055775375139017
ef_a836ee25,TUR,0.7668768205687483
ef_1903534e,TUR,0.8108037896612332
ef_0c40e7ba,TUR,0.7961069602846282
ef_8b7e77c5,TUR,0.7820194287187605
ef_ed954c13,TUR,0.7790823751008661
ef_04a6ef48,TUR,0.7577100755617319
ef_4c688b9c,TUR,0.752121714959206
ef_362beded,TUR,0.7642361394457446
ef_361c3ffc,TUR,0.8153166780912514
ef_3130dc05,TUR,0.7241101047407318
ef_cb084190,TUR,0.7933372641661415
ef_035124c2,TUR,0.8167675447204212
ef_997c6127,TUR,0.7691967969049919
ef_3f367d54,TUR,0.8129251041172062
ef_9ea11083,TUR,0.7548508046668747
ef_99d75874,TUR,0.7529443146223249
ef_2a23ec38,TUR,0.7904942512430222
ef_a1f13316,TUR,0.7650652063826732
ef_de45dc24,TUR,0.7693148639011861
ef_57d1310b,TUR,0.7495807226737643
ef_68c73f56,TUR,0.7633727030962311
ef_3f3f08d6,TUR,0.8058155849713958
ef_f7a80c5e,TUR,0.7543185034369989
ef_a614a44e,TUR,0.757899032071465
ef_cc69ec17,TUR,0.7719833316344635
ef_0cd8e0e1,TUR,0.8056763511312156
ef_7ce1aaf2,TUR,0.7532574695152823
ef_5932a803,TUR,0.8232984282757458
ef_18b1c16d,TUR,0.7295236869756452
ef_a7aaa3ab,TUR,0.826248696010965
ef_11c9838f,TUR,0.7901460986768725
ef_7c20d6cc,TUR,0.7053479954569898
ef_1322944f,TUR,0.7726694423308923
ef_3008c135,TUR,0.778960219096076
ef_cbb933ea,TUR,0.7767973876082932
ef_2e2c3a6b,TUR,0.7493553284093434
ef_d541f555,TUR,0.8095482260809429
ef_837c0409,TUR,0.7476299083623194
ef_9630ba7b,TUR,0.7692624791962658
ef_579dc659,TUR,0.6879004300965672
ef_c6885af8,TUR,0.8187938839292763
ef_4f62d364,TUR,0.7920169715041343
ef_46e7271d,TUR,0.7524815769834593
ef_275f5b6a,TUR,0.7800243498773657
ef_5b464406,TUR,0.7909899607279564
ef_7b34fb05,TUR,0.8120070537308782
ef_ffd39b11,TUR,0.7892007482460599
ef_efc39a90,TUR,0.7968153195978641
ef_f647e64a,TUR,0.7790962905602815
ef_326c42df,TUR,0.7497422409253179
ef_f60bc084,TUR,0.7417290559815523
ef_b37498e0,TUR,0.7355562936502068
ef_2c146a0a,TUR,0.7167043222571272
ef_f36c6e8d,TUR,0.7222088423576802
ef_bef59ccf,TUR,0.7608938638731969
ef_6ae47c0d,TUR,0.7581377800869737
ef_9b0656ff,TUR,0.7730077120180864
ef_ab976104,TUR,0.7712412633992121
ef_046df043,TUR,0.7462990755886528
ef_5ae6563b,TUR,0.8411876668876034
ef_97035267,TUR,0.7853944827086269
ef_5ce967b4,TUR,0.777427688730603
ef_5ca55a99,TUR,0.7934085917541741
ef_13e202f2,TUR,0.7757571529833713
ef_b1dd995b,TUR,0.7757590893598135
ef_ce25c254,TUR,0.7659359517213984
ef_f5e9a7ef,TUR,0.7525829507072038
ef_a0e0b3c5,TUR,0.7413832037003091
ef_f93b71c8,TUR,0.8036654736758174
ef_97086e72,TUR,0.7543588541761048
ef_c812a7b2,TUR,0.72486429889898
ef_fb7e6b01,TUR,0.7122162102171062
ef_fc9226e0,TUR,0.7548216850515873
ef_178e4fb6,TUR,0.8039223369870835
ef_c836b7c9,TUR,0.7990208553552103
ef_b24397e0,TUR,0.7737876125993167
ef_59fe3aed,TUR,0.7910729740257484
ef_49f60364,TUR,0.7880586775180745
ef_e3746fdd,TUR,0.7671406290091025
ef_52f29b13,TUR,0.8344113376655397
ef_c294dadd,TUR,0.8546889410636914
ef_4fec7880,TUR,0.749473684755024
ef_3eb1f974,TUR,0.8179501306747089
ef_a8dffb8e,TUR,0.798273945910545
ef_3e23057d,TUR,0.7824412905978648
ef_5e90c99b,TUR,0.7008638260934305
ef_0ad88815,TUR,0.8106197642523197
ef_e1b17c4c,TUR,0.7920729170814993
ef_4d3fe233,USA,0.7412631122179983
ef_f313de36,USA,0.7708409584025048
ef_c37ec66f,USA,0.7816568960764254
ef_f1327540,USA,0.8201763569518891
ef_be1e899e,USA,0.7708699657703212
ef_64affc29,USA,0.7222808567539595
ef_2d22f1a0,USA,0.772594474689427
ef_4c11c45b,USA,0.791188736147312
ef_ff1de913,USA,0.7232395665646467
ef_b9cd6270,USA,0.7242549845883297
ef_b974acae,USA,0.7818200428422605
ef_431adb73,USA,0.7780812524975795
ef_0352f9ae,USA,0.7804140782467517
ef_78eb11b6,USA,0.800149756830074
ef_32290c38,USA,0.7307295005003763
ef_6751867c,USA,0.8024673898273375
ef_2abe5d51,USA,0.7649174030434853
ef_437bbf88,USA,0.7608019399712559
ef_45c1a3ae,USA,0.807068088960955
ef_474fd69c,USA,0.7489485255011861
ef_3846a7ea,USA,0.7649534862859699
ef_c21885e9,USA,0.7356205346987258
ef_7cbe9332,USA,0.7320145333329302
ef_0a408ba0,USA,0.7606971613980013
ef_132022ed,USA,0.7420850821714094
ef_206ed1ae,USA,0.7963535213206964
ef_10c595d5,USA,0.7997994081916261
ef_68afef51,USA,0.7858428742211371
ef_0bcba74e,USA,0.7918113179275577
ef_e8cfcce9,USA,0.7425861581586696
ef_95252ec5,USA,0.7721492461004131
ef_2a154c96,USA,0.8422694432518049
ef_df99f6d3,USA,0.780368536014183
ef_9d5fda6e,USA,0.7749610830471684
ef_76e841f9,USA,0.7999297747982222
ef_3302319a,USA,0.756059420676552
ef_627d1954,USA,0.8224024954091025
ef_8f21b323,USA,0.7822088909747654
ef_b9b1ef50,USA,0.723341410324745
ef_a9049e3c,USA,0.7595348845314116
ef_1d6b18e7,USA,0.7851131192974771
ef_f059ab06,USA,0.76875478275426
ef_c2215823,USA,0.759853421143549
ef_611f3471,USA,0.753862427916427
ef_6e93de98,USA,0.8003753712170482
ef_2906b5a5,USA,0.7659529146357098
ef_5bf7a055,USA,0.7581054717265528
ef_31441ff3,USA,0.8263681718837964
ef_5256abb3,USA,0.8102199299807293
ef_23049040,USA,0.7934601921801875
ef_32a70bfa,USA,0.7792198592689937
ef_30fa9eb9,USA,0.7686101475246082
ef_c9afbd51,USA,0.7588790883053397
ef_3724f28b,USA,0.7854384227562993
ef_f7913909,USA,0.7656843399251235
ef_c4eb14c9,USA,0.7453794367395895
ef_b9d41d57,USA,0.8026456762908918
ef_d9c1f7e8,USA,0.8203685100513377
ef_b58ab956,USA,0.7587902460972537
ef_41912ae0,USA,0.7273404686006312
ef_33f7c70f,USA,0.8339783751780961
ef_9d577b4d,USA,0.7489854628876967
ef_1358adf8,USA,0.8261912341456767
ef_41cd6c9c,USA,0.7757380849010863
ef_59058759,USA,0.7493281566732933
ef_f1af8a83,USA,0.8402702197444699
ef_33b98dad,USA,0.7646593933403388
ef_9a90460f,USA,0.7782215383441488
ef_5f5a9124,USA,0.7617341364482418
ef_aa5cfeb7,USA,0.769578617798334
ef_24ab024a,USA,0.7734365885192888
ef_468184ff,USA,0.8107360668763594
ef_315c606f,USA,0.812199202510469
ef_08a59263,USA,0.7843635167519535
ef_cc4a544b,USA,0.7487466415876233
ef_37572730,USA,0.7823004331878635
ef_01c7a5fe,USA,0.7606640434738944
ef_d9003475,USA,0.8065838837673547
ef_ec7eb554,USA,0.785448721273912
ef_db40f419,USA,0.7892485259878885
ef_eb9d05cc,USA,0.7983896491990738
ef_0f69a163,USA,0.7490323254680141
ef_aba84fa8,USA,0.763327846922909
ef_eac03624,USA,0.7835421108057242
ef_61e3dba3,USA,0.7709388358799205
ef_8529e5f6,USA,0.7952129426551919
ef_8b4e9138,USA,0.7886705088053447
ef_cb829d1d,USA,0.7568763782511692
ef_50e427f6,USA,0.8000454004920211
ef_8e2e0b1f,USA,0.7596683082562515
ef_642e4359,USA,0.7444147739566711
ef_6eb9ed88,USA,0.7765403028002652
ef_37efbbfb,USA,0.800702811869637
ef_a760490a,USA,0.7294967633420205
ef_26a2f530,USA,0.7544725266753982
ef_b7427513,USA,0.8107821434150378
ef_8d4e3d9c,USA,0.7388118316374445
ef_f7d527b6,USA,0.7773973822608068
ef_073ae6db,USA,0.7971132283357819
ef_04c5f651,USA,0.7882180841579184
ef_c8002ee4,USA,0.8386281915428038
ef_6c01e7b3,USA,0.7674855074028836
ef_229c3f83,USA,0.7823981466744017
ef_dee35aea,USA,0.7632395521354015
ef_301a404a,USA,0.7364054978772501
ef_89736902,USA,0.7996347946666541
ef_71ec218e,USA,0.7996546646349714
ef_96266204,USA,0.779930642458885
ef_33116759,USA,0.7678099194925325
ef_55187e0a,USA,0.7874489351858677
ef_10d6f627,USA,0.8054792414877587
ef_cbe315b9,USA,0.7836425828047792
ef_1a608ff3,USA,0.7536322717399114
ef_1885bded,USA,0.760909858244764
ef_cbf41d94,USA,0.7731609971174942
ef_27ca5e6a,USA,0.8194808756800426
ef_a93b9a5a,USA,0.7860834789253506
ef_811b448c,USA,0.7347792117929349
ef_04484627,USA,0.7789347269802298
ef_96a073e9,USA,0.7499291237691574
ef_053c5ec8,USA,0.7995361809203722
ef_efa37e3c,USA,0.8067736670257593
ef_83e2f07c,USA,0.7780901560082336
ef_b10e36a3,USA,0.7344894563663621
ef_f2631ddd,USA,0.7461728913014417
ef_bc04daea,USA,0.7553777110830343
ef_817a91ce,USA,0.8051731872617839
ef_9f02cc25,USA,0.7933297122197693
ef_4a590bee,USA,0.7532199354658108
ef_b339fbbd,USA,0.7475085284752024
ef_aa2f3588,USA,0.8100684275014753
ef_ca93ec7f,USA,0.7796902193240963
ef_da8c9352,USA,0.7552876933184628
ef_0e9dc273,USA,0.7759140239918403
ef_aa4df100,USA,0.8509146519985727
ef_a3cfa2f6,USA,0.7601404018426793
ef_286b09a6,USA,0.8013695131672013
ef_7b603aca,USA,0.7677912334578786
ef_0ebf3baf,USA,0.7664229626863578
ef_c3d10cff,USA,0.7309239800264832
ef_fcd13686,USA,0.8055257312469796
ef_b60ea400,USA,0.735814034198934
ef_9666058e,USA,0.784161274680177
ef_9a0aeb58,USA,0.7724637561280744
ef_dbb2061e,USA,0.8231072352049447
ef_f13a3245,USA,0.8248016680943516
ef_5615ef06,USA,0.7789773961541359
ef_429546a3,USA,0.7128767913460913
ef_d9c3a08c,USA,0.7944768624373327
ef_c65d3101,USA,0.8087036409672503
ef_371817dd,USA,0.8382926268252536
ef_1a2ac72f,USA,0.783520095012717
ef_156d5ebb,USA,0.7604142876356378
ef_feb89de5,USA,0.7773126559961946
ef_33b3c918,USA,0.7978613550621385
ef_46081bfb,USA,0.7844714450329197
ef_c4d15bcd,USA,0.751593337750467
ef_02d60d91,USA,0.7767186589246616
ef_83a7d353,USA,0.7821782442132706
ef_e822004c,USA,0.7857066528221641
ef_b8471858,USA,0.7807625634498732
ef_d34f01a6,USA,0.7733378353194894
ef_10635c14,USA,0.8339615604712912
ef_f6e9f6e6,USA,0.8072041735780774
ef_6f381b64,USA,0.7828007483930035
ef_981ab105,USA,0.7766242059951766
ef_e01f7e35,USA,0.769259994803588
ef_867eb33d,USA,0.7625005986804664
ef_38fd70ad,USA,0.775476116345993
ef_74338a90,USA,0.742813657865068
