ef_id,type_id,confidence
ef_d5d8152b,type_11,0.8029839178521115
ef_70b76bf5,type_11,0.7283531122513938
ef_e868068e,type_11,0.9055813482536031
ef_038f8d0d,type_11,0.7288914954045242
ef_8fc5ae5c,type_11,0.7882738078775284
ef_4210c301,type_11,0.8098400597844896
ef_c66595b4,type_11,0.9483381211398408
ef_7b44adfe,type_11,0.8559837992866794
ef_b6ef70e2,type_11,0.7173011428818975
ef_42182aa4,type_11,0.8374617626334613
ef_2357e3cc,type_11,0.7887078709021049
ef_8dab063b,type_11,0.8779479262342369
ef_0d2e4eaf,type_11,0.8990288270160113
ef_cc77cccb,type_11,0.849390907271186
ef_49bf3204,type_11,0.7310094247621104
ef_2822fc60,type_11,0.7860385149948163
ef_5a48c46e,type_11,0.8376269241024524
ef_9ac8ea82,type_11,0.8102133040682175
ef_fe4b3e09,type_11,0.9411633266146636
ef_2053c095,type_11,0.8665860866232139
ef_5a2019dd,type_11,0.75099326228523
ef_347cfec2,type_11,0.9427660457265036
ef_c2281cd9,type_11,0.7082405408987363
ef_3f88486d,type_11,0.946491398790966
ef_acbbca71,type_11,0.9921926457430162
ef_225e8f96,type_11,0.7944588769921732
ef_a001592a,type_11,0.7986367748951746
ef_56e1690a,type_11,0.9325966523300502
ef_ff9c1836,type_11,0.9036407452273952
ef_9c560a7b,type_11,0.7873068997009135
ef_dad6d5a2,type_11,0.804011796802744
ef_b85eebb6,type_11,0.7422163047586521
ef_7b8184c6,type_11,0.8372497137947885
ef_5e69c49a,type_11,0.721809334927316
ef_a8cbcfc5,type_11,0.77756518984032
ef_92677370,type_11,0.980399603659255
ef_476c699f,type_11,0.8749203752770062
ef_a5c533fb,type_11,0.9558589741559252
ef_49a7bf09,type_11,0.8022368987715965
ef_ffa259d6,type_11,0.9202034628040024
ef_c56f503f,type_11,0.823829228307697
ef_98aa07f8,type_11,0.8140609182727745
ef_1bd48bf9,type_11,0.9456183305665516
ef_a1ed0555,type_11,0.8911836135444364
ef_fd0c4340,type_11,0.8487046018289368
ef_0473747c,type_11,0.8894713613476809
ef_454b2282,type_11,0.907048410092682
ef_42570b5a,type_11,0.9421690962465424
ef_c0093373,type_11,0.811326810507286
ef_f771b330,type_11,0.9926183303101596
ef_4387663c,type_11,0.8143451919306127
ef_b8a24473,type_11,0.8196051963109506
ef_bb8135e0,type_11,0.7873430699181896
ef_77300745,type_11,0.8806098945598497
ef_b2964695,type_11,0.7313514375536059
ef_1d7043ee,type_11,0.8478883248954762
ef_96490bb8,type_11,0.7005399473968826
ef_f95f12af,type_11,0.9802737213051004
ef_641594b0,type_11,0.8896162728784804
ef_e09b4efa,type_11,0.7718806129762473
ef_4ac74c56,type_11,0.7873745979421987
ef_ac41b570,type_11,0.9787687761093314
ef_70346785,type_11,0.993615976969486
ef_29dd8dd2,type_11,0.7706629209899277
ef_885e7479,type_11,0.7313611925779181
ef_6fa2f20b,type_11,0.9584001117602056
ef_ebcf35d5,type_11,0.7642729271822282
ef_7972cdcb,type_11,0.7125710511273907
ef_1b497b9e,type_11,0.9018395758044898
ef_1079e1ed,type_11,0.7366897557459336
ef_9c043798,type_11,0.7780969929096427
ef_9ee95196,type_11,0.9582278713430806
ef_c8b42048,type_11,0.7934517774063395
ef_824e6630,type_11,0.9364508476876116
ef_c9e90c12,type_11,0.9662365123205384
ef_3db881e9,type_11,0.916878482076226
ef_99999c70,type_11,0.905158060265954
ef_445c3d5c,type_11,0.8534835196325063
ef_ee0ced04,type_11,0.82020574371835
ef_6ed1386d,type_11,0.7712180215540189
ef_d4f984b6,type_11,0.7255717794749506
ef_95b83aee,type_11,0.983398074424125
ef_be389f61,type_11,0.890639449047152
ef_d961fee2,type_11,0.7031093315014094
ef_7004dfa8,type_11,0.957572256978316
ef_d45dc124,type_11,0.7135202404520035
ef_8a1dbbfc,type_11,0.7685874047093367
ef_e5010a12,type_11,0.8136928696696065
ef_36a9ee32,type_11,0.9816217406518544
ef_fc8fdd27,type_11,0.9946867954918696
ef_11fc2406,type_11,0.8742287278955587
ef_127ade96,type_11,0.9171791815682896
ef_9761325f,type_11,0.7085780459670382
ef_a5b00b5d,type_11,0.8138207227043384
ef_4f33f25b,type_11,0.945122499822714
ef_b3a46128,type_11,0.8837211113513765
ef_292fc6b4,type_11,0.777621705107404
ef_465d8f94,type_11,0.9925881998962396
ef_94c31dff,type_11,0.717899283962708
ef_2eb4f41b,type_11,0.9529189630325484
ef_540b1430,type_11,0.7580517956382209
ef_a1d203e9,type_11,0.7083052003770556
ef_656a95b3,type_11,0.9266544194642377
ef_238f7a03,type_11,0.766985459535997
ef_4c99b33f,type_11,0.7539843363027975
ef_ee9d965f,type_11,0.8631700630435746
ef_99bdc046,type_11,0.8102506762991869
ef_7eed1f1d,type_11,0.9642001226990168
ef_619f901c,type_11,0.932779042472484
ef_abe6188a,type_11,0.7805132922190132
ef_bf46512c,type_11,0.8824925481576118
ef_a5cf5319,type_11,0.9294345624840228
ef_0775c66c,type_11,0.7956042637889171
ef_1b01857c,type_11,0.7233564063333084
ef_ff07727b,type_11,0.9999356256316324
ef_6124bacf,type_11,0.9254947539717902
ef_1cc9a727,type_11,0.7164794543283531
ef_338d7b24,type_11,0.9103785012085254
ef_8698eb21,type_11,0.8214849986262402
ef_1a446ba0,type_11,0.7697230408565293
ef_c41986a1,type_11,0.8522236147524319
ef_980d25a0,type_11,0.8599886421161319
ef_2a561f4f,type_11,0.956372825302904
ef_9fc0e217,type_11,0.7147209399521706
ef_2e08a481,type_11,0.9286308413658882
ef_d34aa6d6,type_11,0.8419721631790845
ef_6a808f14,type_11,0.9757831742392232
ef_57fbc184,type_11,0.9637862816651948
ef_a0849e50,type_11,0.7532828914081056
ef_4f498cdb,type_11,0.9006232385022533
ef_2d99daa3,type_11,0.7528101531814659
ef_3fd9d547,type_11,0.7023753300290922
ef_58d3a3d2,type_11,0.7755012768383354
ef_30239c21,type_11,0.7919662713202974
ef_07b26db8,type_11,0.9712830971545376
ef_c24d5795,type_11,0.7095218410041224
ef_1a9d8649,type_11,0.8038861102642306
ef_d2fefcc0,type_11,0.9230624078013387
ef_a8b03fd4,type_11,0.9174902958520073
ef_c21b0d54,type_11,0.8830829497712409
ef_87237b03,type_11,0.729758788863055
ef_049c1999,type_11,0.738798818918818
ef_525a324b,type_11,0.7689975319974709
ef_b26a527f,type_11,0.999595455042157
ef_8a7dab00,type_11,0.885253060812503
ef_6383e6fd,type_11,0.7271793670574696
ef_94b6c25c,type_11,0.9198966859505028
ef_a8fbe877,type_11,0.7405095715365274
ef_7d51b5d4,type_11,0.7341798573141635
ef_f3a143ee,type_11,0.7324013503913688
ef_7058982c,type_11,0.9905966995340888
ef_492b44fc,type_11,0.7130577619674903
ef_ef0a4827,type_11,0.8914117555121095
ef_c5e9af12,type_11,0.8782887884591808
ef_4e4e9204,type_11,0.9174779794837056
ef_0624e206,type_11,0.823044113130805
ef_4508c344,type_11,0.7239303673165658
ef_713aaa2f,type_11,0.9664206286946876
ef_9b321ea6,type_11,0.8187029210510499
ef_bc7cf18c,type_11,0.8386798922121083
ef_b98b9a6b,type_11,0.7240448135390122
ef_57b6ae8c,type_11,0.8525450826226186
ef_23d9ebb6,type_11,0.7870523650033376
ef_499958fb,type_11,0.7370482024206108
ef_5b0967ef,type_11,0.9614937248897352
ef_12f85b21,type_11,0.8737603619763319
ef_1da28a46,type_11,0.8756105441742009
ef_ee189865,type_11,0.9309106365428806
ef_fd9411aa,type_11,0.8416078831863169
ef_0852e393,type_11,0.7872099157541965
ef_86dec180,type_11,0.707185374996755
ef_5398ee7a,type_11,0.9238662850603604
ef_fe4b80d7,type_11,0.8085788400119127
ef_b25e034d,type_11,0.8703806252259388
ef_b25ebe86,type_11,0.8181165602102968
ef_02a304a6,type_11,0.8562158363533339
ef_628aff1a,type_11,0.7391180900358643
ef_fc10e080,type_11,0.7079094035911888
ef_da92cb89,type_11,0.792922790406603
ef_ed32396b,type_11,0.7024726148684801
ef_07225fd9,type_11,0.8364393980597493
ef_9e1932ca,type_11,0.7636705184311616
ef_e0738ca3,type_11,0.974747093762216
ef_35e43408,type_11,0.8415049583120001
ef_56329a0b,type_11,0.7726907674980331
ef_3831425a,type_11,0.7834754161284462
ef_6b989818,type_11,0.9075900600493676
ef_07ae783e,type_11,0.7693716705771133
ef_c3739d35,type_11,0.8647509941597618
ef_8725dbda,type_11,0.732538330625902
ef_bebcb58c,type_11,0.9445065948820996
ef_18ca36d7,type_11,0.8936641581795036
ef_b41b8ad1,type_11,0.935539983938196
ef_cfcae7f8,type_11,0.7428441212951695
ef_0efcd74b,type_11,0.8128934839659633
ef_40106776,type_11,0.7951893028945591
ef_e27e20a2,type_11,0.7144438578597199
ef_a66a2d15,type_11,0.8984098485429197
ef_73498c4d,type_11,0.7043396497004664
ef_6d14756a,type_11,0.8360860859236353
ef_d8daf3ae,type_11,0.7468503441639609
ef_425aa2b9,type_11,0.8420678550823855
ef_b231fa5d,type_11,0.7939496125106232
ef_b9c5fccf,type_11,0.8206467878859552
ef_013f94e8,type_11,0.7504162155273669
ef_7ca150dd,type_11,0.8808177098270759
ef_cd77a24a,type_11,0.7770804289559534
ef_7d3cc246,type_11,0.7615463834170307
ef_c26dab6d,type_11,0.8845527354888405
ef_433b832c,type_11,0.805376327942222
ef_7eebe9c2,type_11,0.7881179208073092
ef_0fe8c7d0,type_11,0.809325043873055
ef_7abf5804,type_11,0.7984553707449757
ef_ab477d79,type_11,0.930965900649382
ef_34f3424a,type_11,0.7869681312070399
ef_1f63df33,type_11,0.8100057584919605
ef_55830576,type_11,0.7644591367359621
ef_15454507,type_11,0.9076776953049118
ef_1d4a8fe4,type_11,0.705795965328361
ef_9cd7e1c4,type_11,0.7364889318386217
ef_c72dc7b9,type_11,0.9277523244904836
ef_aca4d07d,type_11,0.8162345847800765
ef_74c2c122,type_11,0.7645068646667396
ef_0c6ce220,type_11,0.7045151416391382
ef_8658a506,type_11,0.9758381983003656
ef_302ebc20,type_11,0.9473513751843328
ef_2a407c6e,type_11,0.9698843288407166
ef_6c025071,type_11,0.8728357146304526
ef_e60f4d85,type_11,0.972674285444256
ef_8a05a83a,type_11,0.7640977621868393
ef_9c67ceef,type_11,0.8279655517544192
ef_3e068271,type_11,0.8461156121416781
ef_76f56d63,type_11,0.9383305297669632
ef_6617df4d,type_11,0.8365271291808729
ef_94e260c2,type_11,0.9243364095003608
ef_e6bde1d8,type_11,0.910491252248838
ef_b5aba7d4,type_11,0.9647329544866444
ef_e668805f,type_11,0.7358582241896848
ef_786ca8ed,type_11,0.7999341923652326
ef_9745376d,type_11,0.7737772882736242
ef_66962ac5,type_11,0.796854820661416
ef_8033dd9d,type_11,0.8325769383483723
ef_240f3444,type_11,0.9227789836399948
ef_d8c3c65f,type_11,0.9148873557394316
ef_06a45546,type_11,0.7096821400284851
ef_22738ffb,type_11,0.7792335357652321
ef_0b69ab8e,type_11,0.8281258146188774
ef_6bf76e72,type_11,0.8684900085165087
ef_353b9a71,type_11,0.807257665053596
ef_7dc1c6ee,type_11,0.913097163727048
ef_a15d5f71,type_11,0.9883642997919206
ef_d8ceaad2,type_11,0.730539009012559
ef_5beb6e18,type_11,0.8599120147824068
ef_f3ba15d0,type_11,0.7232238502086196
ef_7a56d1d4,type_11,0.8679135197053391
ef_825d858b,type_11,0.7266680283629541
ef_47b09bf0,type_11,0.8874317276543164
ef_6724bd8f,type_11,0.9434358197167948
ef_0974084d,type_11,0.7513244181431162
ef_fdbbda5c,type_11,0.9722679523694596
ef_0c014fff,type_11,0.8556744023468489
ef_6ae20fd6,type_11,0.94025040912586
ef_f427d691,type_11,0.8899401120692954
ef_38a47e78,type_11,0.722107219960866
ef_423ebf48,type_11,0.8840003986688716
ef_51644422,type_11,0.91388433866968
ef_c1a32bf8,type_11,0.7476597940323664
ef_8b0bb271,type_11,0.8418522379660666
ef_dae0776f,type_11,0.8718214781584293
ef_5388b2d8,type_11,0.9979423289636292
ef_b4033fe8,type_11,0.7386187049701398
ef_ad4ac137,type_11,0.9867637544233524
ef_db646b2e,type_11,0.7252625824066703
ef_05f8493c,type_11,0.8343654516722973
ef_08037dbb,type_11,0.890787220079946
ef_79838c28,type_11,0.838654281932733
ef_5ccf1b7b,type_11,0.7489757902399817
ef_e6051848,type_11,0.935851670013122
ef_fe34b2b4,type_11,0.9418232875120878
ef_b1064c8e,type_11,0.7504018130842062
ef_448d2668,type_11,0.8667557002451897
ef_6f95d3d8,type_11,0.9116621239188072
ef_8630f687,type_11,0.7350834222524952
ef_82fc2bee,type_11,0.7854648735633536
ef_569a14a8,type_11,0.8610746770299857
ef_fb25cea3,type_11,0.9316228399912432
ef_cc9d858e,type_11,0.8334470946950339
ef_bcef31cd,type_11,0.7903075050697085
ef_333e8093,type_11,0.7156751532541982
ef_948a03ff,type_11,0.7593967996258032
ef_3ebfe0cd,type_11,0.919019302555016
ef_e0e40273,type_11,0.8384906769230264
ef_244af830,type_11,0.8530109640487071
ef_d56f2b27,type_11,0.7363544118212872
ef_dac68c60,type_11,0.994901227235509
ef_2e5c33d4,type_11,0.7844248231470194
ef_9bddd829,type_11,0.7330072817207374
ef_61f57ed0,type_11,0.7948640232478097
ef_622576f9,type_11,0.9355162557723308
ef_f7ac05ba,type_11,0.9305948165874794
ef_2f01eeaa,type_11,0.7503212631347714
ef_d957ef1b,type_11,0.9479173287136636
ef_6bfaa591,type_11,0.9924244960290772
ef_1688c84d,type_11,0.7610788360416297
ef_06096425,type_11,0.9945387963947596
ef_0dd9c63d,type_11,0.893508370488729
ef_2b4b27f9,type_11,0.8844450411951491
ef_7ee7bb61,type_11,0.9462037265319414
ef_12af9e4c,type_11,0.9426868417168398
ef_599e264e,type_11,0.9171257676920508
ef_50242402,type_11,0.9770665721204363
ef_a4a5fd3e,type_11,0.962170907608386
ef_329cef7c,type_11,0.868614564563969
ef_9a92ae54,type_11,0.9817461968786506
ef_17713d73,type_11,0.8736189019962838
ef_f4933fa8,type_11,0.8566443322153502
ef_a37b3f65,type_11,0.8812280966197998
ef_2ceb1cd9,type_11,0.8631560840474681
ef_48076180,type_11,0.918246533518878
ef_0bbf0fa0,type_11,0.7589039748388782
ef_f48f0e4f,type_11,0.8666764209810719
ef_0edfbfd3,type_11,0.8134229946679213
ef_81423502,type_11,0.9761669206495692
ef_c124368d,type_11,0.9456523101249008
ef_e235d7f7,type_11,0.8579139604216771
ef_3f167c9a,type_11,0.8896251454203563
ef_499621c2,type_11,0.7959904962404283
ef_fc2ed3c9,type_11,0.9712163481242022
ef_39304f47,type_11,0.8943498487755259
ef_bae057c4,type_11,0.8528638005129988
ef_5e3d03d5,type_11,0.8355603244025799
ef_652396bc,type_11,0.8851588187740087
ef_af9faa46,type_11,0.7559895589259454
ef_221dacfd,type_11,0.8912782277792558
ef_b05fe689,type_11,0.939300167575132
ef_235902c3,type_11,0.7467510173503756
ef_ff1bddbd,type_11,0.814861765147695
ef_54869dd2,type_11,0.749101927883831
ef_8b9fa885,type_11,0.970536195885091
ef_967af0b9,type_11,0.7040860641419336
ef_d0e79786,type_11,0.8630484010424809
ef_f7cd0dfb,type_11,0.8994383429051186
ef_9222e7ce,type_11,0.9231047621511568
ef_f4ac8c95,type_11,0.8963038320299661
ef_2e0cb9e0,type_11,0.7264698239137003
ef_7bebbcff,type_11,0.8236081542437029
ef_1d0c8a8d,type_11,0.7960097602490945
ef_ff2f2ac3,type_11,0.9720020033316252
ef_edaaecfc,type_11,0.8606519108873542
ef_492e2a64,type_11,0.9567993286822714
ef_6f34bb77,type_11,0.829171956206925
ef_9c0da5e3,type_11,0.7507748503384369
ef_124025f8,type_11,0.8421501077792675
ef_3434d1f1,type_11,0.7732582441077368
ef_8a1f6054,type_11,0.8023034618706667
ef_30db2835,type_11,0.9403636432803648
ef_4ed09596,type_11,0.9661776265619356
ef_80c2079a,type_11,0.7673314192429695
ef_d7af6941,type_11,0.8371156391066499
ef_d1f2b52e,type_11,0.872744661070674
ef_1d357597,type_11,0.8809920846311572
ef_efab67e9,type_11,0.7479921306467069
ef_71a3bb5d,type_11,0.7569639159329841
ef_58883161,type_11,0.7450045806672412
ef_8670e6fc,type_11,0.9287052768341616
ef_7a99ad6c,type_11,0.7179106161400323
ef_21b2f9eb,type_11,0.7209981147089892
ef_6d17cb1b,type_11,0.8310313156079131
ef_7d7a15d8,type_11,0.779988845752733
ef_f3f74c6d,type_11,0.8250279369890143
ef_e420ba61,type_11,0.7650570395250655
ef_17c13200,type_11,0.7161812026106457
ef_72616303,type_11,0.7482789225407632
ef_b2681e84,type_11,0.9508741556597126
ef_5a88211f,type_11,0.7804934183833879
ef_c3f1f513,type_11,0.9961878312633894
ef_9bdc48ab,type_11,0.8258984080740536
ef_2754c7cf,type_11,0.8368421437136109
ef_50cb35c9,type_11,0.9314783832199862
ef_db9a31ad,type_11,0.7296277820009284
ef_e7e8389f,type_11,0.8426891564916423
ef_d11effba,type_11,0.7201074248160396
ef_74189963,type_11,0.8766481243681381
ef_93b2ae15,type_11,0.9941414540894676
ef_7287f4aa,type_11,0.8067208060511473
ef_7051aa9c,type_11,0.8531897717485396
ef_e3ffbaae,type_11,0.8449324461085604
ef_aae9e298,type_11,0.7791053177600806
ef_ad02fca3,type_11,0.9417386409544766
ef_493d548f,type_11,0.8835299172553013
ef_8cf03ca0,type_11,0.904017041495069
ef_c3cbe0b3,type_11,0.9012140787598996
ef_c669dfa1,type_11,0.7727937200504619
ef_8b94950a,type_11,0.7262997824674907
ef_e7a41638,type_11,0.798135717625884
ef_3e4c59c1,type_11,0.9537686573076564
ef_266fa6fd,type_11,0.9373451005305624
ef_06dd2972,type_11,0.8147689180918071
ef_34951475,type_11,0.9916202739283732
ef_812df206,type_11,0.7196404727478319
ef_41338b64,type_11,0.9585343732959152
ef_72c39fa4,type_11,0.9835347533434186
ef_c6ed687f,type_11,0.8964121328222242
ef_b2d722e1,type_11,0.8650338599301809
ef_5c0c5a44,type_11,0.8554072949352625
ef_65b7aa73,type_11,0.9690591012541856
ef_1dd2a54e,type_11,0.7389389680573281
ef_9a215b2e,type_11,0.8153525392071724
ef_47f2b93c,type_11,0.7535667289297421
ef_8a51c76b,type_11,0.8836538124498949
ef_f5f37834,type_11,0.8739482016171716
ef_1cdbd2d1,type_11,0.85889504369795
ef_7a6b8697,type_11,0.8740970488307747
ef_2aaf9542,type_11,0.8145309837403738
ef_e8b5c766,type_11,0.7728073718026939
ef_8faf5a91,type_11,0.857218940979119
ef_995d1c7c,type_11,0.7603551299663345
ef_12c7350c,type_11,0.790416299139422
ef_ed8584b0,type_11,0.7741175669892845
ef_314a0608,type_11,0.9838892877613368
ef_e5e647d2,type_11,0.9228898033670584
ef_e9561d15,type_11,0.950397331921777
ef_dbdd6a9c,type_11,0.8905548091457482
ef_cc07da4e,type_11,0.8982336119526441
ef_95ea2144,type_11,0.970257607994417
ef_912e0bbc,type_11,0.7807057167588012
ef_de4dd1cb,type_11,0.7042815854094561
ef_1ae23d44,type_11,0.865532133767906
ef_c1707841,type_11,0.8922796936225956
ef_7d3a00f2,type_11,0.9621669947120682
ef_cb87e3c4,type_11,0.8676791303797282
ef_90a08a8e,type_11,0.8930074853062003
ef_90b2ed6f,type_11,0.8676398334885138
ef_45a4ab4b,type_11,0.7646246829612687
ef_3490a158,type_11,0.9718587479861246
ef_a6aac19c,type_11,0.7421999202898777
ef_ae3e6bfc,type_11,0.9528986054958172
ef_f9a6a65f,type_11,0.7855352347222853
ef_f4e1accf,type_11,0.7888404308671735
ef_4041c5f0,type_11,0.9619137183257932
ef_2d09ad2b,type_11,0.9926153289519528
ef_7f9aa026,type_11,0.8692702874056443
ef_df2e0567,type_11,0.7707457922986487
ef_df89f878,type_11,0.8671943951506098
ef_1e454f13,type_11,0.8931458624569772
ef_f3b26f43,type_11,0.8527833009616823
ef_9f1e6b68,type_11,0.8746962626312236
ef_c9ffc747,type_11,0.9302196563951536
ef_d59fb94c,type_11,0.937305462886945
ef_885f6c69,type_11,0.836268129166776
ef_98b1ac18,type_11,0.8439481080561659
ef_c098cb68,type_11,0.7600929116959381
ef_b431f612,type_11,0.7013744556274196
ef_dc57cf2b,type_11,0.784720226176537
ef_b4342b7c,type_11,0.8330643022288063
ef_880da4ca,type_11,0.8911256023123455
ef_f1515631,type_11,0.991913970684508
ef_3e414c87,type_11,0.7557541935002147
ef_a076ed46,type_11,0.7291076213559347
ef_887b7f6a,type_11,0.8994471702163198
ef_af3b0fa9,type_11,0.7089634405598071
ef_577ecdd0,type_11,0.7045223847296712
ef_26e4c0af,type_11,0.7340311171769198
ef_780faa5f,type_11,0.8618751191207088
ef_df58d4e2,type_11,0.9615453223853492
ef_c2153e4d,type_11,0.7992895616857163
ef_370a2dcf,type_11,0.9418951037052368
ef_3ab35f47,type_11,0.9545926158645353
ef_4fc86862,type_11,0.8934563898480838
ef_dae6de9c,type_11,0.9363523800317288
ef_d268eea8,type_11,0.7065492837077681
ef_fa296642,type_11,0.8110893100080295
ef_74e92cd5,type_11,0.8879421699830954
ef_ac0b15ee,type_11,0.8787955841692957
ef_b74e357f,type_11,0.8212747144167558
ef_059bad75,type_11,0.7986108182213281
ef_85f090b8,type_11,0.7977210890866787
ef_01a6dd8a,type_11,0.7977447164939341
ef_f19469d1,type_11,0.8101937587975474
ef_4f4331c5,type_11,0.8484520844890214
ef_bead9590,type_11,0.7794449978638954
ef_ecae78a9,type_11,0.7237443423148057
ef_49164f2b,type_11,0.7117637067836146
ef_8c51317d,type_11,0.9449296383705852
ef_464b25d4,type_11,0.9049397638476284
ef_b7be847b,type_11,0.8282482456409411
ef_3d9e354b,type_11,0.8174937359811082
ef_44a01f7f,type_11,0.9667327830715052
ef_309e0b5b,type_11,0.9757003957711524
ef_2c16e434,type_11,0.7266004814188314
ef_a572b513,type_11,0.8774185838139158
ef_c877c4f0,type_11,0.9898522846323432
ef_3f6a7829,type_11,0.7200504791962824
ef_51d9eaa3,type_11,0.966894073629528
ef_25ee830b,type_11,0.9021795993789892
ef_bef111ec,type_11,0.7340983375073328
ef_337faa40,type_11,0.7928000444003802
ef_acbb5258,type_11,0.9353270455914766
ef_0fa54a58,type_11,0.7047921369229592
ef_d5a0118e,type_11,0.9777049089998804
ef_81cae6b1,type_11,0.8281019501144229
ef_353ace4f,type_11,0.7440136205048121
ef_4f7241f7,type_11,0.8203690059663488
ef_02376b8e,type_11,0.7439869551641465
ef_ec86293c,type_11,0.7406012546882902
ef_73c53dc7,type_11,0.8500580432345011
ef_49134bb4,type_11,0.8214960354035843
ef_0d74a3b6,type_11,0.7817516451536363
ef_65870549,type_11,0.779431296872949
ef_2eec3411,type_11,0.9300890373883202
ef_eee0ecf4,type_11,0.7105195621349338
ef_fa218797,type_11,0.9773817905570088
ef_34d84272,type_11,0.9017365320261967
ef_bb4f6cb5,type_11,0.7254868802038968
ef_c00c40f6,type_11,0.8107841501539326
ef_0ca8ef7f,type_11,0.9847870250097516
ef_2b396fda,type_11,0.9421996695411196
ef_26b2b90d,type_11,0.7600305263288173
ef_a0482683,type_11,0.7515283319728163
ef_b33ffde8,type_11,0.8932072972241449
ef_b842925c,type_11,0.7790616743380538
ef_8a5c92a8,type_11,0.8367208759109422
ef_9c167607,type_11,0.717073533614106
ef_4976271f,type_11,0.8986717289394427
ef_d963c4b7,type_11,0.8004113717357773
ef_3a1c3203,type_11,0.8007819815714876
ef_dacf0998,type_11,0.7932392497099658
ef_f193172b,type_11,0.9412647311672682
ef_0249095f,type_11,0.8636726167407817
ef_ffaac4e0,type_11,0.8022780546152406
ef_db6790fc,type_11,0.7865069758201352
ef_680462cf,type_11,0.9469054744027748
ef_2f5b6a98,type_11,0.7120487733221161
ef_629ca688,type_11,0.9935662662696726
ef_7088054b,type_11,0.7556369189197455
ef_cc937e37,type_11,0.8302315417126858
ef_d12d7451,type_11,0.7006317523210707
ef_c0838a3e,type_11,0.9314316159438268
ef_b02e41c2,type_11,0.9220159140143656
ef_65dfad5d,type_11,0.8855841502352169
ef_58996475,type_11,0.7728199627920682
ef_7136c1c7,type_11,0.8659920125471365
ef_7f31108b,type_11,0.8389074799775756
ef_bed113fa,type_11,0.8565699508745341
ef_b6130fba,type_11,0.8382294540774764
ef_aad95a85,type_11,0.8819262677029209
ef_8647d604,type_11,0.9309194045228606
ef_36abae19,type_11,0.7697617909301315
ef_70ce08c9,type_11,0.8370306011592754
ef_724618a6,type_11,0.7708401251868793
ef_7998f5c7,type_11,0.7826960751032321
ef_ec16722a,type_11,0.9230741691746468
ef_2e1220dd,type_11,0.9791911681610778
ef_5e15d373,type_11,0.8154839481148887
ef_0112bb72,type_11,0.8213252504845563
ef_48a8fa72,type_11,0.9397999409202916
ef_52180018,type_11,0.7973936097768993
ef_14a4fe58,type_11,0.7873629284443431
ef_c37bfa8a,type_11,0.9997793725004684
ef_c5123d3d,type_11,0.8809870290052858
ef_83642557,type_11,0.8324540433973706
ef_7783881f,type_11,0.7818845807535062
ef_2ae8f7ad,type_11,0.96891818167789
ef_c732cd0a,type_11,0.7998339378215299
ef_b2b0a42e,type_11,0.958151848364712
ef_d8596214,type_11,0.943219538158902
ef_b9e969fb,type_11,0.9360009564289002
ef_fb323cd2,type_11,0.8913702530040883
ef_3ff7057b,type_11,0.944960120825697
ef_8eb4bbda,type_11,0.9761015715239474
ef_d05a96b2,type_11,0.87397820034901
ef_52d11ceb,type_11,0.8213396454228945
ef_528c0aa5,type_11,0.7867364536638087
ef_c7da68c7,type_11,0.8940907210414681
ef_4276ef21,type_11,0.8675298457491918
ef_ea6b2812,type_11,0.9251357606525744
ef_62c1ace3,type_11,0.9313916320299068
ef_bf2de334,type_11,0.8858696752156251
ef_b0a9ff75,type_11,0.8037070413139222
ef_8ee538d8,type_11,0.8392859329760595
ef_e475bbad,type_11,0.7856671080184748
ef_dca9ec4c,type_11,0.8701566768573664
ef_29417d05,type_11,0.8201549978821965
ef_dc07db5a,type_11,0.84151309489118
ef_64051c69,type_11,0.767721930545828
ef_e96a505e,type_11,0.9885872440862816
ef_cb6f2401,type_11,0.7604050668496759
ef_a3620a51,type_11,0.9036594434258745
ef_eded6a76,type_11,0.8350671175079495
ef_d15524a6,type_11,0.846182538590693
ef_e693fc9d,type_11,0.97474113300609
ef_38fa8738,type_11,0.9935922446659008
ef_745048f4,type_11,0.831117158268894
ef_31753241,type_11,0.9939026931197708
ef_0533735f,type_11,0.7031442002623937
ef_ca373a01,type_11,0.9880402196196658
ef_21351c1f,type_11,0.8820356836733676
ef_d5bffe50,type_11,0.7850222324413998
ef_10fc0a41,type_11,0.8488009671486554
ef_ceea5cfb,type_11,0.7185888438469846
ef_26bd4efa,type_11,0.7752595418192803
ef_630ba795,type_11,0.9877488265256176
ef_daad005b,type_11,0.7413387905309022
ef_4110f370,type_11,0.9308489416912776
ef_a3bfb159,type_11,0.7323802004212199
ef_605cd7c6,type_11,0.8584966247292523
ef_0388b15a,type_11,0.8287323156518153
ef_7f0e7f4c,type_11,0.8820282228789145
ef_b043f55e,type_11,0.8206010984495388
ef_5763075f,type_11,0.9071532415424874
ef_cb59f6fe,type_11,0.7091179119125091
ef_39199e9d,type_11,0.9361895637987744
ef_98b95e9c,type_11,0.8786484236288593
ef_b8eff68b,type_11,0.9627152437860844
ef_8412a07e,type_11,0.8404837246606722
ef_6e74adde,type_11,0.7358863334643564
ef_52a5e71b,type_11,0.7462551138861666
ef_23b3cb6b,type_11,0.8200945209297739
ef_8c7ee1a6,type_11,0.8697464283633282
ef_4237fd3a,type_11,0.8644167008215712
ef_530b4b0c,type_11,0.7277793454181855
ef_3dd6ebbe,type_11,0.971461906954546
ef_01227108,type_11,0.8756986219698596
ef_06751a92,type_11,0.9237309355874403
