region,sector,gas_type,time_period,multiplier,confidence,description,reference,year
Sub-Saharan Africa,AFOLU: Livestock,F-gases,2019-present,0.47,0.86,AFOLU: Livestock F-gases multiplier for Sub-Saharan Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,AFOLU: Livestock,CO2,1990-2000,0.91,0.76,AFOLU: Livestock CO2 multiplier for Least Developed Countries in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,AFOLU: Livestock,CH4,1990-2000,1.08,0.63,AFOLU: Livestock CH4 multiplier for Least Developed Countries in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,AFOLU: Livestock,N2O,1990-2000,0.8,0.85,AFOLU: Livestock N2O multiplier for Least Developed Countries in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,AFOLU: Livestock,F-gases,1990-2000,0.71,0.85,AFOLU: Livestock F-gases multiplier for Least Developed Countries in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,AFOLU: Livestock,CO2,2000-2010,1.04,0.72,AFOLU: Livestock CO2 multiplier for Least Developed Countries in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,AFOLU: Livestock,CH4,2000-2010,1.14,0.83,AFOLU: Livestock CH4 multiplier for Least Developed Countries in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,AFOLU: Livestock,N2O,2000-2010,0.8,0.65,AFOLU: Livestock N2O multiplier for Least Developed Countries in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,AFOLU: Livestock,F-gases,2000-2010,0.85,0.76,AFOLU: Livestock F-gases multiplier for Least Developed Countries in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,AFOLU: Livestock,CO2,2010-2019,0.73,0.67,AFOLU: Livestock CO2 multiplier for Least Developed Countries in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,AFOLU: Livestock,CH4,2010-2019,0.88,0.72,AFOLU: Livestock CH4 multiplier for Least Developed Countries in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,AFOLU: Livestock,N2O,2010-2019,0.65,0.63,AFOLU: Livestock N2O multiplier for Least Developed Countries in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,AFOLU: Livestock,F-gases,2010-2019,0.69,0.85,AFOLU: Livestock F-gases multiplier for Least Developed Countries in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,AFOLU: Livestock,CO2,2019-present,0.62,0.88,AFOLU: Livestock CO2 multiplier for Least Developed Countries in 2019-present,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,AFOLU: Livestock,CH4,2019-present,0.85,0.72,AFOLU: Livestock CH4 multiplier for Least Developed Countries in 2019-present,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,AFOLU: Livestock,N2O,2019-present,0.6,0.82,AFOLU: Livestock N2O multiplier for Least Developed Countries in 2019-present,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,AFOLU: Livestock,F-gases,2019-present,0.48,0.81,AFOLU: Livestock F-gases multiplier for Least Developed Countries in 2019-present,IPCC AR6 WG3 (Simulated),2022
Global,AFOLU: Forestry and Land Use,CO2,1990-2000,0.99,0.77,AFOLU: Forestry and Land Use CO2 multiplier for Global in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Global,AFOLU: Forestry and Land Use,CH4,1990-2000,1.26,0.79,AFOLU: Forestry and Land Use CH4 multiplier for Global in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Global,AFOLU: Forestry and Land Use,N2O,1990-2000,1.06,0.62,AFOLU: Forestry and Land Use N2O multiplier for Global in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Global,AFOLU: Forestry and Land Use,F-gases,1990-2000,0.84,0.89,AFOLU: Forestry and Land Use F-gases multiplier for Global in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Global,AFOLU: Forestry and Land Use,CO2,2000-2010,1.14,0.73,AFOLU: Forestry and Land Use CO2 multiplier for Global in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Global,AFOLU: Forestry and Land Use,CH4,2000-2010,1.47,0.66,AFOLU: Forestry and Land Use CH4 multiplier for Global in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Global,AFOLU: Forestry and Land Use,N2O,2000-2010,1.06,0.89,AFOLU: Forestry and Land Use N2O multiplier for Global in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Global,AFOLU: Forestry and Land Use,F-gases,2000-2010,0.88,0.83,AFOLU: Forestry and Land Use F-gases multiplier for Global in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Global,AFOLU: Forestry and Land Use,CO2,2010-2019,0.9,0.76,AFOLU: Forestry and Land Use CO2 multiplier for Global in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Global,AFOLU: Forestry and Land Use,CH4,2010-2019,1.28,0.87,AFOLU: Forestry and Land Use CH4 multiplier for Global in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Global,AFOLU: Forestry and Land Use,N2O,2010-2019,0.91,0.63,AFOLU: Forestry and Land Use N2O multiplier for Global in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Global,AFOLU: Forestry and Land Use,F-gases,2010-2019,0.84,0.74,AFOLU: Forestry and Land Use F-gases multiplier for Global in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Global,AFOLU: Forestry and Land Use,CO2,2019-present,0.88,0.86,AFOLU: Forestry and Land Use CO2 multiplier for Global in 2019-present,IPCC AR6 WG3 (Simulated),2022
Global,AFOLU: Forestry and Land Use,CH4,2019-present,1.01,0.68,AFOLU: Forestry and Land Use CH4 multiplier for Global in 2019-present,IPCC AR6 WG3 (Simulated),2022
Global,AFOLU: Forestry and Land Use,N2O,2019-present,0.74,0.87,AFOLU: Forestry and Land Use N2O multiplier for Global in 2019-present,IPCC AR6 WG3 (Simulated),2022
Global,AFOLU: Forestry and Land Use,F-gases,2019-present,0.68,0.86,AFOLU: Forestry and Land Use F-gases multiplier for Global in 2019-present,IPCC AR6 WG3 (Simulated),2022
North America,AFOLU: Forestry and Land Use,CO2,1990-2000,0.87,0.87,AFOLU: Forestry and Land Use CO2 multiplier for North America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
North America,AFOLU: Forestry and Land Use,CH4,1990-2000,0.96,0.63,AFOLU: Forestry and Land Use CH4 multiplier for North America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
North America,AFOLU: Forestry and Land Use,N2O,1990-2000,0.7,0.82,AFOLU: Forestry and Land Use N2O multiplier for North America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
North America,AFOLU: Forestry and Land Use,F-gases,1990-2000,0.63,0.85,AFOLU: Forestry and Land Use F-gases multiplier for North America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
North America,AFOLU: Forestry and Land Use,CO2,2000-2010,0.88,0.76,AFOLU: Forestry and Land Use CO2 multiplier for North America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
North America,AFOLU: Forestry and Land Use,CH4,2000-2010,1.03,0.6,AFOLU: Forestry and Land Use CH4 multiplier for North America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
North America,AFOLU: Forestry and Land Use,N2O,2000-2010,0.86,0.74,AFOLU: Forestry and Land Use N2O multiplier for North America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
North America,AFOLU: Forestry and Land Use,F-gases,2000-2010,0.8,0.62,AFOLU: Forestry and Land Use F-gases multiplier for North America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
North America,AFOLU: Forestry and Land Use,CO2,2010-2019,0.75,0.89,AFOLU: Forestry and Land Use CO2 multiplier for North America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
North America,AFOLU: Forestry and Land Use,CH4,2010-2019,0.93,0.8,AFOLU: Forestry and Land Use CH4 multiplier for North America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
North America,AFOLU: Forestry and Land Use,N2O,2010-2019,0.74,0.62,AFOLU: Forestry and Land Use N2O multiplier for North America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
North America,AFOLU: Forestry and Land Use,F-gases,2010-2019,0.59,0.77,AFOLU: Forestry and Land Use F-gases multiplier for North America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
North America,AFOLU: Forestry and Land Use,CO2,2019-present,0.67,0.68,AFOLU: Forestry and Land Use CO2 multiplier for North America in 2019-present,IPCC AR6 WG3 (Simulated),2022
North America,AFOLU: Forestry and Land Use,CH4,2019-present,0.76,0.72,AFOLU: Forestry and Land Use CH4 multiplier for North America in 2019-present,IPCC AR6 WG3 (Simulated),2022
North America,AFOLU: Forestry and Land Use,N2O,2019-present,0.63,0.66,AFOLU: Forestry and Land Use N2O multiplier for North America in 2019-present,IPCC AR6 WG3 (Simulated),2022
North America,AFOLU: Forestry and Land Use,F-gases,2019-present,0.55,0.69,AFOLU: Forestry and Land Use F-gases multiplier for North America in 2019-present,IPCC AR6 WG3 (Simulated),2022
Europe,AFOLU: Forestry and Land Use,CO2,1990-2000,0.99,0.77,AFOLU: Forestry and Land Use CO2 multiplier for Europe in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Europe,AFOLU: Forestry and Land Use,CH4,1990-2000,1.25,0.72,AFOLU: Forestry and Land Use CH4 multiplier for Europe in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Europe,AFOLU: Forestry and Land Use,N2O,1990-2000,0.99,0.78,AFOLU: Forestry and Land Use N2O multiplier for Europe in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Europe,AFOLU: Forestry and Land Use,F-gases,1990-2000,0.78,0.86,AFOLU: Forestry and Land Use F-gases multiplier for Europe in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Europe,AFOLU: Forestry and Land Use,CO2,2000-2010,1.03,0.65,AFOLU: Forestry and Land Use CO2 multiplier for Europe in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Europe,AFOLU: Forestry and Land Use,CH4,2000-2010,1.31,0.81,AFOLU: Forestry and Land Use CH4 multiplier for Europe in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Europe,AFOLU: Forestry and Land Use,N2O,2000-2010,1.05,0.7,AFOLU: Forestry and Land Use N2O multiplier for Europe in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Europe,AFOLU: Forestry and Land Use,F-gases,2000-2010,0.8,0.73,AFOLU: Forestry and Land Use F-gases multiplier for Europe in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Europe,AFOLU: Forestry and Land Use,CO2,2010-2019,0.85,0.78,AFOLU: Forestry and Land Use CO2 multiplier for Europe in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Europe,AFOLU: Forestry and Land Use,CH4,2010-2019,1.18,0.74,AFOLU: Forestry and Land Use CH4 multiplier for Europe in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Europe,AFOLU: Forestry and Land Use,N2O,2010-2019,0.8,0.77,AFOLU: Forestry and Land Use N2O multiplier for Europe in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Europe,AFOLU: Forestry and Land Use,F-gases,2010-2019,0.75,0.89,AFOLU: Forestry and Land Use F-gases multiplier for Europe in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Europe,AFOLU: Forestry and Land Use,CO2,2019-present,0.84,0.88,AFOLU: Forestry and Land Use CO2 multiplier for Europe in 2019-present,IPCC AR6 WG3 (Simulated),2022
Europe,AFOLU: Forestry and Land Use,CH4,2019-present,0.95,0.82,AFOLU: Forestry and Land Use CH4 multiplier for Europe in 2019-present,IPCC AR6 WG3 (Simulated),2022
Europe,AFOLU: Forestry and Land Use,N2O,2019-present,0.79,0.73,AFOLU: Forestry and Land Use N2O multiplier for Europe in 2019-present,IPCC AR6 WG3 (Simulated),2022
Europe,AFOLU: Forestry and Land Use,F-gases,2019-present,0.62,0.61,AFOLU: Forestry and Land Use F-gases multiplier for Europe in 2019-present,IPCC AR6 WG3 (Simulated),2022
East Asia,AFOLU: Forestry and Land Use,CO2,1990-2000,1.68,0.67,AFOLU: Forestry and Land Use CO2 multiplier for East Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
East Asia,AFOLU: Forestry and Land Use,CH4,1990-2000,1.99,0.61,AFOLU: Forestry and Land Use CH4 multiplier for East Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
East Asia,AFOLU: Forestry and Land Use,N2O,1990-2000,1.3,0.83,AFOLU: Forestry and Land Use N2O multiplier for East Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
East Asia,AFOLU: Forestry and Land Use,F-gases,1990-2000,1.4,0.69,AFOLU: Forestry and Land Use F-gases multiplier for East Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
East Asia,AFOLU: Forestry and Land Use,CO2,2000-2010,1.9,0.79,AFOLU: Forestry and Land Use CO2 multiplier for East Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
East Asia,AFOLU: Forestry and Land Use,CH4,2000-2010,2.16,0.7,AFOLU: Forestry and Land Use CH4 multiplier for East Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
East Asia,AFOLU: Forestry and Land Use,N2O,2000-2010,1.7,0.89,AFOLU: Forestry and Land Use N2O multiplier for East Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
East Asia,AFOLU: Forestry and Land Use,F-gases,2000-2010,1.4,0.66,AFOLU: Forestry and Land Use F-gases multiplier for East Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
East Asia,AFOLU: Forestry and Land Use,CO2,2010-2019,1.54,0.79,AFOLU: Forestry and Land Use CO2 multiplier for East Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
East Asia,AFOLU: Forestry and Land Use,CH4,2010-2019,1.71,0.7,AFOLU: Forestry and Land Use CH4 multiplier for East Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
East Asia,AFOLU: Forestry and Land Use,N2O,2010-2019,1.24,0.87,AFOLU: Forestry and Land Use N2O multiplier for East Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
East Asia,AFOLU: Forestry and Land Use,F-gases,2010-2019,1.19,0.72,AFOLU: Forestry and Land Use F-gases multiplier for East Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
East Asia,AFOLU: Forestry and Land Use,CO2,2019-present,1.1,0.82,AFOLU: Forestry and Land Use CO2 multiplier for East Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
East Asia,AFOLU: Forestry and Land Use,CH4,2019-present,1.38,0.84,AFOLU: Forestry and Land Use CH4 multiplier for East Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
East Asia,AFOLU: Forestry and Land Use,N2O,2019-present,1.17,0.9,AFOLU: Forestry and Land Use N2O multiplier for East Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
East Asia,AFOLU: Forestry and Land Use,F-gases,2019-present,0.85,0.72,AFOLU: Forestry and Land Use F-gases multiplier for East Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
South Asia,AFOLU: Forestry and Land Use,CO2,1990-2000,1.25,0.84,AFOLU: Forestry and Land Use CO2 multiplier for South Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
South Asia,AFOLU: Forestry and Land Use,CH4,1990-2000,1.6,0.81,AFOLU: Forestry and Land Use CH4 multiplier for South Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
South Asia,AFOLU: Forestry and Land Use,N2O,1990-2000,1.27,0.71,AFOLU: Forestry and Land Use N2O multiplier for South Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
South Asia,AFOLU: Forestry and Land Use,F-gases,1990-2000,1.15,0.82,AFOLU: Forestry and Land Use F-gases multiplier for South Asia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
South Asia,AFOLU: Forestry and Land Use,CO2,2000-2010,1.4,0.65,AFOLU: Forestry and Land Use CO2 multiplier for South Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
South Asia,AFOLU: Forestry and Land Use,CH4,2000-2010,1.79,0.81,AFOLU: Forestry and Land Use CH4 multiplier for South Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
South Asia,AFOLU: Forestry and Land Use,N2O,2000-2010,1.27,0.63,AFOLU: Forestry and Land Use N2O multiplier for South Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
South Asia,AFOLU: Forestry and Land Use,F-gases,2000-2010,1.13,0.76,AFOLU: Forestry and Land Use F-gases multiplier for South Asia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
South Asia,AFOLU: Forestry and Land Use,CO2,2010-2019,1.01,0.82,AFOLU: Forestry and Land Use CO2 multiplier for South Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
South Asia,AFOLU: Forestry and Land Use,CH4,2010-2019,1.29,0.65,AFOLU: Forestry and Land Use CH4 multiplier for South Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
South Asia,AFOLU: Forestry and Land Use,N2O,2010-2019,1.04,0.64,AFOLU: Forestry and Land Use N2O multiplier for South Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
South Asia,AFOLU: Forestry and Land Use,F-gases,2010-2019,0.91,0.8,AFOLU: Forestry and Land Use F-gases multiplier for South Asia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
South Asia,AFOLU: Forestry and Land Use,CO2,2019-present,1.09,0.7,AFOLU: Forestry and Land Use CO2 multiplier for South Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
South Asia,AFOLU: Forestry and Land Use,CH4,2019-present,1.17,0.75,AFOLU: Forestry and Land Use CH4 multiplier for South Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
South Asia,AFOLU: Forestry and Land Use,N2O,2019-present,1.02,0.77,AFOLU: Forestry and Land Use N2O multiplier for South Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
South Asia,AFOLU: Forestry and Land Use,F-gases,2019-present,0.75,0.87,AFOLU: Forestry and Land Use F-gases multiplier for South Asia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Latin America,AFOLU: Forestry and Land Use,CO2,1990-2000,1.13,0.8,AFOLU: Forestry and Land Use CO2 multiplier for Latin America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Latin America,AFOLU: Forestry and Land Use,CH4,1990-2000,1.27,0.87,AFOLU: Forestry and Land Use CH4 multiplier for Latin America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Latin America,AFOLU: Forestry and Land Use,N2O,1990-2000,0.99,0.76,AFOLU: Forestry and Land Use N2O multiplier for Latin America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Latin America,AFOLU: Forestry and Land Use,F-gases,1990-2000,0.9,0.62,AFOLU: Forestry and Land Use F-gases multiplier for Latin America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Latin America,AFOLU: Forestry and Land Use,CO2,2000-2010,1.2,0.9,AFOLU: Forestry and Land Use CO2 multiplier for Latin America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Latin America,AFOLU: Forestry and Land Use,CH4,2000-2010,1.43,0.66,AFOLU: Forestry and Land Use CH4 multiplier for Latin America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Latin America,AFOLU: Forestry and Land Use,N2O,2000-2010,1.13,0.73,AFOLU: Forestry and Land Use N2O multiplier for Latin America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Latin America,AFOLU: Forestry and Land Use,F-gases,2000-2010,0.96,0.85,AFOLU: Forestry and Land Use F-gases multiplier for Latin America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Latin America,AFOLU: Forestry and Land Use,CO2,2010-2019,1.03,0.65,AFOLU: Forestry and Land Use CO2 multiplier for Latin America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Latin America,AFOLU: Forestry and Land Use,CH4,2010-2019,1.14,0.82,AFOLU: Forestry and Land Use CH4 multiplier for Latin America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Latin America,AFOLU: Forestry and Land Use,N2O,2010-2019,0.84,0.87,AFOLU: Forestry and Land Use N2O multiplier for Latin America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Latin America,AFOLU: Forestry and Land Use,F-gases,2010-2019,0.7,0.65,AFOLU: Forestry and Land Use F-gases multiplier for Latin America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Latin America,AFOLU: Forestry and Land Use,CO2,2019-present,0.84,0.71,AFOLU: Forestry and Land Use CO2 multiplier for Latin America in 2019-present,IPCC AR6 WG3 (Simulated),2022
Latin America,AFOLU: Forestry and Land Use,CH4,2019-present,1.02,0.84,AFOLU: Forestry and Land Use CH4 multiplier for Latin America in 2019-present,IPCC AR6 WG3 (Simulated),2022
Latin America,AFOLU: Forestry and Land Use,N2O,2019-present,0.79,0.81,AFOLU: Forestry and Land Use N2O multiplier for Latin America in 2019-present,IPCC AR6 WG3 (Simulated),2022
Latin America,AFOLU: Forestry and Land Use,F-gases,2019-present,0.8,0.86,AFOLU: Forestry and Land Use F-gases multiplier for Latin America in 2019-present,IPCC AR6 WG3 (Simulated),2022
Africa,AFOLU: Forestry and Land Use,CO2,1990-2000,0.8,0.8,AFOLU: Forestry and Land Use CO2 multiplier for Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Africa,AFOLU: Forestry and Land Use,CH4,1990-2000,0.98,0.9,AFOLU: Forestry and Land Use CH4 multiplier for Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Africa,AFOLU: Forestry and Land Use,N2O,1990-2000,0.78,0.67,AFOLU: Forestry and Land Use N2O multiplier for Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Africa,AFOLU: Forestry and Land Use,F-gases,1990-2000,0.57,0.62,AFOLU: Forestry and Land Use F-gases multiplier for Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Africa,AFOLU: Forestry and Land Use,CO2,2000-2010,0.93,0.76,AFOLU: Forestry and Land Use CO2 multiplier for Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Africa,AFOLU: Forestry and Land Use,CH4,2000-2010,1.01,0.76,AFOLU: Forestry and Land Use CH4 multiplier for Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Africa,AFOLU: Forestry and Land Use,N2O,2000-2010,0.79,0.89,AFOLU: Forestry and Land Use N2O multiplier for Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Africa,AFOLU: Forestry and Land Use,F-gases,2000-2010,0.64,0.77,AFOLU: Forestry and Land Use F-gases multiplier for Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Africa,AFOLU: Forestry and Land Use,CO2,2010-2019,0.71,0.62,AFOLU: Forestry and Land Use CO2 multiplier for Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Africa,AFOLU: Forestry and Land Use,CH4,2010-2019,0.78,0.86,AFOLU: Forestry and Land Use CH4 multiplier for Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Africa,AFOLU: Forestry and Land Use,N2O,2010-2019,0.64,0.71,AFOLU: Forestry and Land Use N2O multiplier for Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Africa,AFOLU: Forestry and Land Use,F-gases,2010-2019,0.6,0.79,AFOLU: Forestry and Land Use F-gases multiplier for Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Africa,AFOLU: Forestry and Land Use,CO2,2019-present,0.57,0.74,AFOLU: Forestry and Land Use CO2 multiplier for Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Africa,AFOLU: Forestry and Land Use,CH4,2019-present,0.72,0.85,AFOLU: Forestry and Land Use CH4 multiplier for Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Africa,AFOLU: Forestry and Land Use,N2O,2019-present,0.59,0.6,AFOLU: Forestry and Land Use N2O multiplier for Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Africa,AFOLU: Forestry and Land Use,F-gases,2019-present,0.45,0.76,AFOLU: Forestry and Land Use F-gases multiplier for Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Middle East,AFOLU: Forestry and Land Use,CO2,1990-2000,1.36,0.87,AFOLU: Forestry and Land Use CO2 multiplier for Middle East in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Middle East,AFOLU: Forestry and Land Use,CH4,1990-2000,1.64,0.65,AFOLU: Forestry and Land Use CH4 multiplier for Middle East in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Middle East,AFOLU: Forestry and Land Use,N2O,1990-2000,1.3,0.88,AFOLU: Forestry and Land Use N2O multiplier for Middle East in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Middle East,AFOLU: Forestry and Land Use,F-gases,1990-2000,1.21,0.83,AFOLU: Forestry and Land Use F-gases multiplier for Middle East in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Middle East,AFOLU: Forestry and Land Use,CO2,2000-2010,1.68,0.79,AFOLU: Forestry and Land Use CO2 multiplier for Middle East in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Middle East,AFOLU: Forestry and Land Use,CH4,2000-2010,1.7,0.85,AFOLU: Forestry and Land Use CH4 multiplier for Middle East in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Middle East,AFOLU: Forestry and Land Use,N2O,2000-2010,1.28,0.65,AFOLU: Forestry and Land Use N2O multiplier for Middle East in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Middle East,AFOLU: Forestry and Land Use,F-gases,2000-2010,1.26,0.66,AFOLU: Forestry and Land Use F-gases multiplier for Middle East in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Middle East,AFOLU: Forestry and Land Use,CO2,2010-2019,1.24,0.67,AFOLU: Forestry and Land Use CO2 multiplier for Middle East in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Middle East,AFOLU: Forestry and Land Use,CH4,2010-2019,1.62,0.66,AFOLU: Forestry and Land Use CH4 multiplier for Middle East in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Middle East,AFOLU: Forestry and Land Use,N2O,2010-2019,1.23,0.78,AFOLU: Forestry and Land Use N2O multiplier for Middle East in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Middle East,AFOLU: Forestry and Land Use,F-gases,2010-2019,1.09,0.8,AFOLU: Forestry and Land Use F-gases multiplier for Middle East in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Middle East,AFOLU: Forestry and Land Use,CO2,2019-present,1.14,0.84,AFOLU: Forestry and Land Use CO2 multiplier for Middle East in 2019-present,IPCC AR6 WG3 (Simulated),2022
Middle East,AFOLU: Forestry and Land Use,CH4,2019-present,1.24,0.77,AFOLU: Forestry and Land Use CH4 multiplier for Middle East in 2019-present,IPCC AR6 WG3 (Simulated),2022
Middle East,AFOLU: Forestry and Land Use,N2O,2019-present,0.88,0.86,AFOLU: Forestry and Land Use N2O multiplier for Middle East in 2019-present,IPCC AR6 WG3 (Simulated),2022
Middle East,AFOLU: Forestry and Land Use,F-gases,2019-present,0.86,0.7,AFOLU: Forestry and Land Use F-gases multiplier for Middle East in 2019-present,IPCC AR6 WG3 (Simulated),2022
Oceania,AFOLU: Forestry and Land Use,CO2,1990-2000,1.08,0.68,AFOLU: Forestry and Land Use CO2 multiplier for Oceania in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Oceania,AFOLU: Forestry and Land Use,CH4,1990-2000,1.18,0.6,AFOLU: Forestry and Land Use CH4 multiplier for Oceania in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Oceania,AFOLU: Forestry and Land Use,N2O,1990-2000,0.89,0.6,AFOLU: Forestry and Land Use N2O multiplier for Oceania in 1990-2000,IPCC AR6 WG3 (Simulated),2022
